timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-28T13:48:11,imbalanced-ensemble,c8f1c86e-a6b2-45ce-ad9d-bf209c77ec43,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,105.91879690000496,9.236169783848518e-05,8.720047861351874e-07,6.456646753999999,18.62892875610172,20.0,9.671661975782338e-05,0.0005407776548440046,0.00030163715500004595,0.0009391314296018746,0.0,Brazil,BRA,ceará,,,Windows-11-10.0.26200-SP0,3.13.5,3.2.8,16,13th Gen Intel(R) Core(TM) i5-13400F,1,1 x NVIDIA GeForce RTX 5070,-38.5287,-3.717,31.839820861816406,machine,0.0,0.8446601941747572,63.09805825242719,20.09132192667248,N,1.0,0.0
