timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-29T12:19:11,imbalanced-ensemble,b90a9ce4-d7de-4ca7-a5cb-97d644fc3dc8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,18.26895099997637,1.9106159571522262e-05,1.0458268551679282e-06,6.673212444611765,25.68805490765613,20.0,1.7780502963440915e-05,0.00012290120943192484,5.358923944424735e-05,0.00019427095183961304,0.0,Brazil,BRA,ceará,,,Windows-11-10.0.26200-SP0,3.13.5,3.2.8,16,13th Gen Intel(R) Core(TM) i5-13400F,1,1 x NVIDIA GeForce RTX 5070,-38.5287,-3.717,31.839820861816406,machine,5.0,0.75,61.3125,19.52055048942566,N,1.0,0.0
